instrument_A,register_A,instrument_B,register_B,F1_A_hz,F1_B_hz,delta_F1_hz,Fp_A_hz,Fp_B_hz,delta_Fp_hz,Homogeneity_H,zone
Oboe+sordina,aigu,Trumpet_C+sordina_wah,aigu,904,925,21,1056,1035,21,0.891,/e/–/i/
Bass_Tuba,grave,Horn,pédale,215,236,21,978,911,67,0.890,/u/
Viola,aigu,Violoncello,suraigu,398,419,21,1231,1275,44,0.885,/å/
Trombone+sordina_straight,aigu,Viola,aigu,419,398,21,988,1231,243,0.881,/å/
Trumpet_C+sordina_wah,médium,Viola+sordina,grave,312,333,21,1139,1141,2,0.880,/o/
Contrabass_Tuba,grave,Violoncello,aigu,215,236,21,935,1253,318,0.879,/u/
Contrabass_Tuba,médium,Violoncello,aigu,215,236,21,964,1253,289,0.879,/u/
Contrabass_Tuba,aigu,Violoncello,suraigu,398,419,21,999,1275,276,0.879,/å/
Clarinet_Eb,médium,Oboe,grave,1496,1475,21,1417,1430,13,0.879,/e/–/i/
Bass_Clarinet_Bb,grave,Contrabass_Ensemble,aigu,172,193,21,1257,1214,43,0.877,/u/
Harp,grave,Trombone+sordina_harmon,médium,204,183,21,952,1075,123,0.876,/u/
Horn+sordina,grave,Viola_Ensemble+sordina,aigu,322,301,21,1099,1244,145,0.875,/o/
Horn+sordina,grave,Viola_Ensemble+sordina,suraigu,322,301,21,1099,1061,38,0.875,/o/
Contrabass+sordina,suraigu,Viola_Ensemble+sordina,grave,258,279,21,1308,1214,94,0.874,/o/
Horn,grave,Viola,aigu,419,398,21,961,1231,270,0.874,/å/
Harp,suraigu,Marimba,médium,301,322,21,1231,1025,206,0.873,/o/
Bass_Tuba,grave,Violoncello,aigu,215,236,21,978,1253,275,0.873,/u/
Bass_Clarinet_Bb,grave,Harp,médium,172,193,21,1257,1053,204,0.873,/u/
Bass_Clarinet_Bb,médium,Harp,grave,183,204,21,1270,952,318,0.873,/u/
Contrabass_Tuba,aigu,Trombone+sordina_straight,aigu,398,419,21,999,988,11,0.871,/å/
Viola+sordina,aigu,Violin,médium,387,366,21,1050,1111,61,0.871,/o/
Contrabass_Tuba,grave,Violoncello+sordina_piombo,suraigu,215,236,21,935,1247,312,0.869,/u/
Contrabass_Tuba,médium,Violoncello+sordina_piombo,suraigu,215,236,21,964,1247,283,0.869,/u/
Bass_Trombone,pédale,Bassoon,bas_médium,495,516,21,1070,1152,82,0.867,/å/
Bass_Trombone,aigu,Bassoon,grave,527,506,21,1062,1127,65,0.867,/å/
Oboe,aigu,Trumpet_C+sordina_wah,aigu,904,925,21,1176,1035,141,0.864,/e/–/i/
Bass_Tuba,grave,Violoncello+sordina_piombo,suraigu,215,236,21,978,1247,269,0.864,/u/
Bass_Tuba,aigu,Violoncello+sordina_piombo,aigu,279,258,21,1016,1170,154,0.864,/o/
Oboe,grave,Trumpet_C+sordina_cup,grave,1475,1496,21,1430,1619,189,0.863,/e/–/i/
Oboe,grave,Trumpet_C+sordina_cup,médium,1475,1496,21,1430,1617,187,0.863,/e/–/i/
Oboe,grave,Trumpet_C+sordina_cup,aigu,1475,1496,21,1430,1609,179,0.863,/e/–/i/
Oboe,grave,Trumpet_C+sordina_cup,suraigu,1475,1496,21,1430,1636,206,0.863,/e/–/i/
Bass_Tuba+sordina,suraigu,Viola_Ensemble,aigu,387,366,21,1122,1299,177,0.862,/o/
Harp,aigu,Viola_Ensemble+sordina,aigu,322,301,21,987,1244,257,0.858,/o/
Harp,aigu,Viola_Ensemble+sordina,suraigu,322,301,21,987,1061,74,0.858,/o/
Bass_Tuba,médium,Trombone+sordina_harmon,médium,204,183,21,1001,1075,74,0.858,/u/
Contrabass_Flute,médium,Trumpet_C+sordina_wah,médium,333,312,21,1128,1139,11,0.853,/o/
Contrabass_Flute,médium,Horn+sordina,médium,333,312,21,1128,1161,33,0.852,/o/
Horn+sordina,médium,Viola+sordina,grave,312,333,21,1161,1141,20,0.851,/o/
Flute,médium,Oboe,grave,1496,1475,21,1412,1430,18,0.850,/e/–/i/
Flute,suraigu,Oboe,grave,1496,1475,21,1424,1430,6,0.850,/e/–/i/
Clarinet_Bb,gorge,Violin+sordina,suraigu,355,376,21,1391,1012,379,0.847,/o/
Bass_Clarinet_Bb,médium,Bass_Tuba,médium,183,204,21,1270,1001,269,0.846,/u/
Bass_Trombone,aigu,Bassoon+sordina,bas_médium,527,506,21,1062,1141,79,0.843,/å/
Bass_Flute,aigu,Trumpet_C+sordina_wah,aigu,904,925,21,1110,1035,75,0.841,/e/–/i/
Violin+sordina,grave,Violoncello,suraigu,398,419,21,1234,1275,41,0.833,/å/
Harp,suraigu,Viola+sordina,médium,301,322,21,1231,1151,80,0.832,/o/
Bass_Flute,grave,Bass_Tuba,aigu,258,279,21,1111,1016,95,0.826,/o/
Bass_Flute,médium,Bass_Tuba,suraigu,312,333,21,1132,1042,90,0.826,/o/
Bass_Tuba+sordina,suraigu,Viola,grave,387,366,21,1122,1305,183,0.825,/o/
Clarinet_Eb,chalumeau,Viola_Ensemble+sordina,aigu,322,301,21,1462,1244,218,0.818,/o/
Clarinet_Eb,chalumeau,Viola_Ensemble+sordina,suraigu,322,301,21,1462,1061,401,0.818,/o/
Horn,grave,Violin+sordina,grave,419,398,21,961,1234,273,0.814,/å/
Trombone+sordina_straight,aigu,Violin+sordina,grave,419,398,21,988,1234,246,0.813,/å/
Bass_Trombone,pédale,Horn+sordina,pédale,495,516,21,1070,1038,32,0.807,/å/
Bass_Clarinet_Bb,médium,Viola+sordina_piombo,aigu,183,204,21,1270,1126,144,0.805,/u/
Trombone+sordina_harmon,médium,Viola+sordina_piombo,aigu,183,204,21,1075,1126,51,0.804,/u/
Trumpet_C+sordina_harmon,grave,Viola+sordina_piombo,aigu,183,204,21,1287,1126,161,0.801,/u/
Bass_Tuba,suraigu,Viola_Ensemble,médium,333,312,21,1042,1339,297,0.773,/o/
Harp,suraigu,Viola,médium,301,322,21,1231,1315,84,0.767,/o/
Clarinet_Eb,chalumeau,Trumpet_C+sordina_harmon,médium,322,301,21,1462,1353,109,0.751,/o/
Bass_Tuba+sordina,aigu,Violin,aigu,549,570,21,1080,1221,141,0.739,/a/
Bass_Tuba+sordina,suraigu,Violin,médium,387,366,21,1122,1111,11,0.739,/o/
Viola+sordina_piombo,aigu,Violoncello+sordina,grave,204,183,21,1126,1225,99,0.739,/u/
Sax_Alto,médium,Trombone+sordina_wah,médium,613,592,21,1331,1082,249,0.725,/a/
Guitar,grave,Viola+sordina_piombo,aigu,183,204,21,1036,1126,90,0.722,/u/
Guitar,aigu,Viola+sordina_piombo,aigu,183,204,21,1042,1126,84,0.722,/u/
Sax_Alto,médium,Trombone+sordina_straight,médium,613,592,21,1331,979,352,0.712,/a/
Trumpet_C+sordina_harmon,médium,Viola,médium,301,322,21,1353,1315,38,0.690,/o/
Bassoon,haut_médium,Sax_Alto,médium,592,613,21,1175,1331,156,0.676,/a/
Bass_Tuba,suraigu,Trumpet_C+sordina_wah,médium,333,312,21,1042,1139,97,0.675,/o/
Clarinet_Eb,chalumeau,Harp,suraigu,322,301,21,1462,1231,231,0.644,/o/
Trumpet_C+sordina_harmon,médium,Viola+sordina,médium,301,322,21,1353,1151,202,0.630,/o/
Marimba,médium,Trumpet_C+sordina_harmon,médium,322,301,21,1025,1353,328,0.572,/o/
Trumpet_C+sordina_harmon,grave,Violoncello_Ensemble,médium,183,204,21,1287,1211,76,0.550,/u/
Trumpet_C+sordina_harmon,grave,Violoncello_Ensemble+sordina,médium,183,204,21,1287,1180,107,0.548,/u/
Trumpet_C+sordina_harmon,grave,Violoncello_Ensemble+sordina,suraigu,183,204,21,1287,1280,7,0.548,/u/
Horn,médium,Trumpet_C+sordina_harmon,médium,322,301,21,1006,1353,347,0.533,/o/
Horn+sordina,grave,Trumpet_C+sordina_harmon,médium,322,301,21,1099,1353,254,0.421,/o/
Harp,grave,Trumpet_C+sordina_harmon,grave,204,183,21,952,1287,335,0.412,/u/
Harp,aigu,Trumpet_C+sordina_harmon,médium,322,301,21,987,1353,366,0.412,/o/
Bass_Tuba,médium,Trumpet_C+sordina_harmon,grave,204,183,21,1001,1287,286,0.387,/u/
Bass_Tuba+sordina,grave,Bassoon+sordina,grave,462,484,22,1060,1047,13,0.996,/å/
Violoncello_Ensemble,médium,Violoncello_Ensemble+sordina,aigu,204,226,22,1211,1244,33,0.991,/u/
Guitar,médium,Violoncello+sordina,médium,215,193,22,1002,1226,224,0.990,/u/
Violoncello,aigu,Violoncello+sordina_piombo,aigu,236,258,22,1253,1170,83,0.990,/u/
Bassoon,grave,Bassoon+sordina,grave,506,484,22,1127,1047,80,0.988,/å/
Bassoon,haut_médium,Bassoon+sordina,aigu,592,570,22,1175,1079,96,0.988,/a/
Bass_Flute,médium,Viola_Ensemble+sordina,médium,312,290,22,1132,1261,129,0.987,/o/
Marimba,grave,Trombone+sordina_harmon,médium,161,183,22,1111,1075,36,0.987,/u/
Contrabass_Ensemble,aigu,Contrabass_Tuba,grave,193,215,22,1214,935,279,0.986,/u/
Contrabass_Ensemble,aigu,Contrabass_Tuba,médium,193,215,22,1214,964,250,0.986,/u/
Bass_Tuba,grave,Contrabass_Ensemble,aigu,215,193,22,978,1214,236,0.986,/u/
Bass_Tuba,grave,Harp,médium,215,193,22,978,1053,75,0.985,/u/
Bass_Tuba,aigu,Harp,suraigu,279,301,22,1016,1231,215,0.985,/o/
Clarinet_Bb,chalumeau,Violoncello,grave,215,193,22,1315,1149,166,0.982,/u/
Clarinet_Bb,chalumeau,Violoncello,médium,215,193,22,1315,1202,113,0.982,/u/
Contrabass_Tuba,grave,Harp,médium,215,193,22,935,1053,118,0.982,/u/
Contrabass_Tuba,médium,Harp,médium,215,193,22,964,1053,89,0.982,/u/
Bass_Clarinet_Bb,grave,Trombone+sordina_harmon,grave,172,150,22,1257,1072,185,0.980,/u/
Violin,médium,Violin+sordina,aigu,366,344,22,1111,1091,20,0.979,/o/
Viola+sordina,grave,Viola_Ensemble,grave,333,355,22,1141,1304,163,0.979,/o/
Contrebasson,grave,Harp,grave,226,204,22,1101,952,149,0.978,/u/
Contrebasson,médium,Harp,grave,226,204,22,1078,952,126,0.978,/u/
Contrebasson,aigu,Harp,grave,226,204,22,1127,952,175,0.978,/u/
Bass_Clarinet_Bb,grave,Violoncello+sordina_piombo,grave,172,150,22,1257,1019,238,0.978,/u/
Bass_Clarinet_Bb,médium,Violoncello+sordina_piombo,médium,183,161,22,1270,1087,183,0.978,/u/
Bass_Flute,grave,Violoncello+sordina_piombo,suraigu,258,236,22,1111,1247,136,0.975,/u/
Horn,aigu,Violoncello_Ensemble,suraigu,484,462,22,1014,1224,210,0.974,/å/
Viola,grave,Violin_Ensemble+sordina,grave,366,344,22,1305,1203,102,0.974,/o/
Viola,grave,Violin_Ensemble+sordina,médium,366,344,22,1305,1140,165,0.974,/o/
Viola,grave,Violin_Ensemble+sordina,aigu,366,344,22,1305,1022,283,0.974,/o/
Viola,grave,Violin_Ensemble+sordina,suraigu,366,344,22,1305,1108,197,0.974,/o/
Viola,médium,Violin_Ensemble+sordina,grave,322,344,22,1315,1203,112,0.974,/o/
Viola,médium,Violin_Ensemble+sordina,médium,322,344,22,1315,1140,175,0.974,/o/
Viola,médium,Violin_Ensemble+sordina,aigu,322,344,22,1315,1022,293,0.974,/o/
Viola,médium,Violin_Ensemble+sordina,suraigu,322,344,22,1315,1108,207,0.974,/o/
Bass_Clarinet_Bb,grave,Contrabass_Flute,grave,172,150,22,1257,1109,148,0.973,/u/
Trombone+sordina_harmon,médium,Violoncello+sordina_piombo,médium,183,161,22,1075,1087,12,0.971,/u/
Bassoon,grave,Horn,aigu,506,484,22,1127,1014,113,0.970,/å/
Clarinet_Bb,gorge,Contrabass_Flute,médium,355,333,22,1391,1128,263,0.969,/o/
Bass_Flute,grave,Violoncello,aigu,258,236,22,1111,1253,142,0.969,/u/
Clarinet_Eb,chalumeau,Violin+sordina,aigu,322,344,22,1462,1091,371,0.969,/o/
Guitar,médium,Violoncello_Ensemble+sordina,grave,215,193,22,1002,1211,209,0.968,/u/
Viola,grave,Violin_Ensemble,médium,366,344,22,1305,1225,80,0.967,/o/
Viola,médium,Violin_Ensemble,médium,322,344,22,1315,1225,90,0.967,/o/
Viola_Ensemble,aigu,Violin_Ensemble+sordina,grave,366,344,22,1299,1203,96,0.967,/o/
Viola_Ensemble,aigu,Violin_Ensemble+sordina,médium,366,344,22,1299,1140,159,0.967,/o/
Viola_Ensemble,aigu,Violin_Ensemble+sordina,aigu,366,344,22,1299,1022,277,0.967,/o/
Viola_Ensemble,aigu,Violin_Ensemble+sordina,suraigu,366,344,22,1299,1108,191,0.967,/o/
Bass_Clarinet_Bb,médium,Marimba,grave,183,161,22,1270,1111,159,0.966,/u/
Trombone+sordina_wah,aigu,Viola+sordina,aigu,409,387,22,1156,1050,106,0.966,/o/
Horn,pédale,Violoncello+sordina_piombo,aigu,236,258,22,911,1170,259,0.966,/u/
Trombone+sordina_harmon,aigu,Viola+sordina,aigu,409,387,22,1105,1050,55,0.965,/o/
Guitar,médium,Violoncello_Ensemble,grave,215,193,22,1002,1155,153,0.964,/u/
English_Horn,aigu,Trumpet_C+sordina_wah,aigu,947,925,22,1140,1035,105,0.963,/e/–/i/
Violin,grave,Violin_Ensemble,grave,462,484,22,1208,1295,87,0.963,/å/
Violin,médium,Violin_Ensemble,médium,366,344,22,1111,1225,114,0.963,/o/
Clarinet_Bb,chalumeau,Violoncello_Ensemble,grave,215,193,22,1315,1155,160,0.962,/u/
Clarinet_Bb,gorge,Viola+sordina,grave,355,333,22,1391,1141,250,0.962,/o/
Bass_Tuba,médium,Contrebasson,grave,204,226,22,1001,1101,100,0.962,/u/
Bass_Tuba,médium,Contrebasson,médium,204,226,22,1001,1078,77,0.962,/u/
Bass_Tuba,médium,Contrebasson,aigu,204,226,22,1001,1127,126,0.962,/u/
Bass_Tuba+sordina,grave,Horn,aigu,462,484,22,1060,1014,46,0.961,/å/
Bassoon+sordina,grave,Violoncello_Ensemble,suraigu,484,462,22,1047,1224,177,0.959,/å/
Flute,grave,Viola,grave,344,366,22,1377,1305,72,0.958,/o/
Flute,grave,Viola,médium,344,322,22,1377,1315,62,0.958,/o/
Guitar,médium,Harp,médium,215,193,22,1002,1053,51,0.958,/u/
Bass_Trombone,grave,Trombone,pédale,775,753,22,1129,996,133,0.958,/a/
Bassoon+sordina,bas_médium,Horn,aigu,506,484,22,1141,1014,127,0.957,/å/
Contrabass_Flute,médium,Viola_Ensemble,grave,333,355,22,1128,1304,176,0.957,/o/
Bassoon,bas_médium,Horn+sordina,aigu,516,538,22,1152,1240,88,0.957,/a/
Contrabass+sordina,grave,Guitar,grave,161,183,22,1149,1036,113,0.956,/u/
Contrabass+sordina,grave,Guitar,aigu,161,183,22,1149,1042,107,0.956,/u/
Contrabass+sordina,médium,Guitar,grave,161,183,22,1205,1036,169,0.956,/u/
Contrabass+sordina,médium,Guitar,aigu,161,183,22,1205,1042,163,0.956,/u/
Contrabass+sordina,grave,Violoncello+sordina,grave,161,183,22,1149,1225,76,0.955,/u/
Contrabass+sordina,médium,Violoncello+sordina,grave,161,183,22,1205,1225,20,0.955,/u/
Bassoon,bas_médium,Trombone+sordina_straight,grave,516,538,22,1152,969,183,0.954,/a/
Bassoon,aigu,Trombone+sordina_straight,médium,570,592,22,1099,979,120,0.954,/a/
Clarinet_Eb,chalumeau,Flute,grave,322,344,22,1462,1377,85,0.953,/o/
Contrabass_Ensemble,grave,Guitar,grave,161,183,22,1120,1036,84,0.953,/u/
Contrabass_Ensemble,grave,Guitar,aigu,161,183,22,1120,1042,78,0.953,/u/
Contrabass_Ensemble,aigu,Guitar,médium,193,215,22,1214,1002,212,0.953,/u/
Clarinet_Eb,chalumeau,Violin_Ensemble,médium,322,344,22,1462,1225,237,0.952,/o/
Clarinet_Bb,chalumeau,Violoncello_Ensemble+sordina,grave,215,193,22,1315,1211,104,0.951,/u/
Violoncello,aigu,Violoncello+sordina,aigu,236,258,22,1253,1166,87,0.950,/u/
Violoncello,aigu,Violoncello+sordina,suraigu,236,258,22,1253,1181,72,0.950,/u/
Viola,grave,Violin+sordina,aigu,366,344,22,1305,1091,214,0.949,/o/
Viola,médium,Violin+sordina,aigu,322,344,22,1315,1091,224,0.949,/o/
Viola,aigu,Violin+sordina,suraigu,398,376,22,1231,1012,219,0.949,/o/
Contrebasson,grave,Violoncello_Ensemble+sordina,médium,226,204,22,1101,1180,79,0.949,/u/
Contrebasson,grave,Violoncello_Ensemble+sordina,suraigu,226,204,22,1101,1280,179,0.949,/u/
Contrebasson,médium,Violoncello_Ensemble+sordina,médium,226,204,22,1078,1180,102,0.949,/u/
Contrebasson,médium,Violoncello_Ensemble+sordina,suraigu,226,204,22,1078,1280,202,0.949,/u/
Contrebasson,aigu,Violoncello_Ensemble+sordina,médium,226,204,22,1127,1180,53,0.949,/u/
Contrebasson,aigu,Violoncello_Ensemble+sordina,suraigu,226,204,22,1127,1280,153,0.949,/u/
Bass_Flute,grave,Horn,pédale,258,236,22,1111,911,200,0.948,/u/
Contrabass_Ensemble,grave,Violoncello+sordina,grave,161,183,22,1120,1225,105,0.946,/u/
Viola+sordina,médium,Violin_Ensemble+sordina,grave,322,344,22,1151,1203,52,0.946,/o/
Viola+sordina,médium,Violin_Ensemble+sordina,médium,322,344,22,1151,1140,11,0.946,/o/
Viola+sordina,médium,Violin_Ensemble+sordina,aigu,322,344,22,1151,1022,129,0.946,/o/
Viola+sordina,médium,Violin_Ensemble+sordina,suraigu,322,344,22,1151,1108,43,0.946,/o/
Violoncello+sordina,grave,Violoncello+sordina_piombo,médium,183,161,22,1225,1087,138,0.945,/u/
Violoncello+sordina,aigu,Violoncello+sordina_piombo,suraigu,258,236,22,1166,1247,81,0.945,/u/
Violoncello+sordina,suraigu,Violoncello+sordina_piombo,suraigu,258,236,22,1181,1247,66,0.945,/u/
Viola_Ensemble,médium,Viola_Ensemble+sordina,médium,312,290,22,1339,1261,78,0.944,/o/
Trumpet_C+sordina_wah,médium,Viola+sordina_piombo,médium,312,290,22,1139,1247,108,0.944,/o/
Contrabass,grave,Guitar,grave,161,183,22,1207,1036,171,0.944,/u/
Contrabass,grave,Guitar,aigu,161,183,22,1207,1042,165,0.944,/u/
Contrabass,médium,Guitar,grave,161,183,22,1205,1036,169,0.944,/u/
Contrabass,médium,Guitar,aigu,161,183,22,1205,1042,163,0.944,/u/
Guitar,médium,Violoncello,grave,215,193,22,1002,1149,147,0.944,/u/
Guitar,médium,Violoncello,médium,215,193,22,1002,1202,200,0.944,/u/
Horn,pédale,Violoncello+sordina,aigu,236,258,22,911,1166,255,0.944,/u/
Horn,pédale,Violoncello+sordina,suraigu,236,258,22,911,1181,270,0.944,/u/
Trombone+sordina_cup,aigu,Viola+sordina,suraigu,807,829,22,1020,932,88,0.944,/e/–/i/
Contrebasson,grave,Violoncello_Ensemble,médium,226,204,22,1101,1211,110,0.943,/u/
Contrebasson,médium,Violoncello_Ensemble,médium,226,204,22,1078,1211,133,0.943,/u/
Contrebasson,aigu,Violoncello_Ensemble,médium,226,204,22,1127,1211,84,0.943,/u/
Flute,grave,Violin,médium,344,366,22,1377,1111,266,0.942,/o/
Contrabass,grave,Violoncello+sordina,grave,161,183,22,1207,1225,18,0.942,/u/
Contrabass,médium,Violoncello+sordina,grave,161,183,22,1205,1225,20,0.942,/u/
Bassoon+sordina,aigu,Trombone+sordina_straight,médium,570,592,22,1079,979,100,0.941,/a/
Viola,suraigu,Viola+sordina,grave,355,333,22,1090,1141,51,0.940,/o/
Vibraphone,grave,Viola_Ensemble+sordina,médium,312,290,22,1130,1261,131,0.934,/o/
Guitar,grave,Violoncello+sordina_piombo,médium,183,161,22,1036,1087,51,0.931,/u/
Guitar,aigu,Violoncello+sordina_piombo,médium,183,161,22,1042,1087,45,0.931,/u/
Viola_Ensemble,aigu,Violin_Ensemble,médium,366,344,22,1299,1225,74,0.931,/o/
Clarinet_Bb,chalumeau,Violoncello+sordina,médium,215,193,22,1315,1226,89,0.929,/u/
Contrabass_Tuba,grave,Violoncello+sordina,médium,215,193,22,935,1226,291,0.929,/u/
Contrabass_Tuba,médium,Violoncello+sordina,médium,215,193,22,964,1226,262,0.929,/u/
Bass_Tuba+sordina,suraigu,Trombone+sordina_harmon,aigu,387,409,22,1122,1105,17,0.928,/o/
Bass_Trombone,pédale,Trombone+sordina_wah,grave,495,473,22,1070,1034,36,0.927,/å/
Bassoon,aigu,Trombone+sordina_wah,médium,570,592,22,1099,1082,17,0.927,/a/
Trombone,grave,Violoncello_Ensemble,suraigu,484,462,22,1007,1224,217,0.926,/å/
Bass_Tuba,grave,Violoncello+sordina,médium,215,193,22,978,1226,248,0.925,/u/
Oboe+sordina,grave,Trumpet_C+sordina_straight,médium,1464,1442,22,1359,1428,69,0.922,/e/–/i/
Flute,grave,Viola_Ensemble,aigu,344,366,22,1377,1299,78,0.922,/o/
Trumpet_C,aigu,Violin_Ensemble,grave,462,484,22,1261,1295,34,0.920,/å/
Violin,médium,Violin_Ensemble+sordina,grave,366,344,22,1111,1203,92,0.920,/o/
Violin,médium,Violin_Ensemble+sordina,médium,366,344,22,1111,1140,29,0.920,/o/
Violin,médium,Violin_Ensemble+sordina,aigu,366,344,22,1111,1022,89,0.920,/o/
Violin,médium,Violin_Ensemble+sordina,suraigu,366,344,22,1111,1108,3,0.920,/o/
Bassoon,grave,Trombone,grave,506,484,22,1127,1007,120,0.918,/å/
Harp,grave,Violoncello_Ensemble+sordina,aigu,204,226,22,952,1244,292,0.918,/u/
Bassoon+sordina,aigu,Trombone+sordina_wah,médium,570,592,22,1079,1082,3,0.917,/a/
Contrabass_Flute,médium,Viola,suraigu,333,355,22,1128,1090,38,0.917,/o/
Bass_Tuba+sordina,suraigu,Trombone+sordina_wah,aigu,387,409,22,1122,1156,34,0.916,/o/
Horn+sordina,pédale,Trombone+sordina_straight,grave,516,538,22,1038,969,69,0.915,/a/
Viola_Ensemble,aigu,Violin+sordina,aigu,366,344,22,1299,1091,208,0.914,/o/
Guitar,grave,Marimba,grave,183,161,22,1036,1111,75,0.913,/u/
Guitar,aigu,Marimba,grave,183,161,22,1042,1111,69,0.913,/u/
Marimba,grave,Violoncello+sordina,grave,161,183,22,1111,1225,114,0.912,/u/
Viola+sordina,médium,Violin_Ensemble,médium,322,344,22,1151,1225,74,0.906,/o/
Contrabass+sordina,suraigu,Violoncello,aigu,258,236,22,1308,1253,55,0.906,/u/
Contrabass_Tuba,grave,Violoncello_Ensemble+sordina,grave,215,193,22,935,1211,276,0.904,/u/
Contrabass_Tuba,médium,Violoncello_Ensemble+sordina,grave,215,193,22,964,1211,247,0.904,/u/
Bass_Tuba+sordina,grave,Trombone,grave,462,484,22,1060,1007,53,0.903,/å/
Clarinet_Eb,chalumeau,Violin_Ensemble+sordina,grave,322,344,22,1462,1203,259,0.902,/o/
Clarinet_Eb,chalumeau,Violin_Ensemble+sordina,médium,322,344,22,1462,1140,322,0.902,/o/
Clarinet_Eb,chalumeau,Violin_Ensemble+sordina,aigu,322,344,22,1462,1022,440,0.902,/o/
Clarinet_Eb,chalumeau,Violin_Ensemble+sordina,suraigu,322,344,22,1462,1108,354,0.902,/o/
Contrabass+sordina,aigu,Violoncello+sordina_piombo,grave,172,150,22,1256,1019,237,0.901,/u/
Contrabass+sordina,suraigu,Violoncello+sordina_piombo,suraigu,258,236,22,1308,1247,61,0.901,/u/
Bassoon+sordina,bas_médium,Trombone,grave,506,484,22,1141,1007,134,0.900,/å/
Bass_Tuba,grave,Violoncello_Ensemble+sordina,grave,215,193,22,978,1211,233,0.899,/u/
Bass_Tuba,médium,Violoncello_Ensemble+sordina,aigu,204,226,22,1001,1244,243,0.899,/u/
Contrabass_Tuba,grave,Violoncello_Ensemble,grave,215,193,22,935,1155,220,0.898,/u/
Contrabass_Tuba,médium,Violoncello_Ensemble,grave,215,193,22,964,1155,191,0.898,/u/
Flute,grave,Viola+sordina,médium,344,322,22,1377,1151,226,0.898,/o/
Contrabass+sordina,suraigu,Horn,pédale,258,236,22,1308,911,397,0.897,/u/
Marimba,médium,Violin_Ensemble+sordina,grave,322,344,22,1025,1203,178,0.894,/o/
Marimba,médium,Violin_Ensemble+sordina,médium,322,344,22,1025,1140,115,0.894,/o/
Marimba,médium,Violin_Ensemble+sordina,aigu,322,344,22,1025,1022,3,0.894,/o/
Marimba,médium,Violin_Ensemble+sordina,suraigu,322,344,22,1025,1108,83,0.894,/o/
Bass_Tuba,grave,Violoncello_Ensemble,grave,215,193,22,978,1155,177,0.893,/u/
Viola+sordina,grave,Violin+sordina,médium,333,355,22,1141,1175,34,0.891,/o/
Viola+sordina,médium,Violin+sordina,aigu,322,344,22,1151,1091,60,0.891,/o/
Contrabass_Ensemble,médium,Violoncello+sordina_piombo,grave,172,150,22,1170,1019,151,0.889,/u/
Contrabass,aigu,Violoncello+sordina_piombo,grave,172,150,22,1252,1019,233,0.887,/u/
Bass_Clarinet_Bb,médium,Contrabass+sordina,grave,183,161,22,1270,1149,121,0.884,/u/
Bass_Clarinet_Bb,médium,Contrabass+sordina,médium,183,161,22,1270,1205,65,0.884,/u/
Clarinet_Bb,chalumeau,Harp,médium,215,193,22,1315,1053,262,0.881,/u/
Clarinet_Bb,chalumeau,Contrabass_Ensemble,aigu,215,193,22,1315,1214,101,0.881,/u/
Contrabass_Tuba,grave,Violoncello,grave,215,193,22,935,1149,214,0.879,/u/
Contrabass_Tuba,grave,Violoncello,médium,215,193,22,935,1202,267,0.879,/u/
Contrabass_Tuba,médium,Violoncello,grave,215,193,22,964,1149,185,0.879,/u/
Contrabass_Tuba,médium,Violoncello,médium,215,193,22,964,1202,238,0.879,/u/
Trombone,pédale,Trumpet_C+sordina_wah,grave,753,775,22,996,1116,120,0.878,/a/
Contrabass_Flute,médium,Violin+sordina,médium,333,355,22,1128,1175,47,0.877,/o/
Bass_Clarinet_Bb,médium,Contrabass_Ensemble,grave,183,161,22,1270,1120,150,0.877,/u/
Contrabass+sordina,grave,Trombone+sordina_harmon,médium,161,183,22,1149,1075,74,0.876,/u/
Contrabass+sordina,médium,Trombone+sordina_harmon,médium,161,183,22,1205,1075,130,0.876,/u/
Contrabass+sordina,aigu,Trombone+sordina_harmon,grave,172,150,22,1256,1072,184,0.876,/u/
Horn+sordina,médium,Viola_Ensemble+sordina,médium,312,290,22,1161,1261,100,0.875,/o/
Bass_Tuba,grave,Violoncello,grave,215,193,22,978,1149,171,0.873,/u/
Bass_Tuba,grave,Violoncello,médium,215,193,22,978,1202,224,0.873,/u/
Bass_Clarinet_Bb,médium,Contrabass,grave,183,161,22,1270,1207,63,0.871,/u/
Bass_Clarinet_Bb,médium,Contrabass,médium,183,161,22,1270,1205,65,0.871,/u/
Contrabass_Ensemble,grave,Trombone+sordina_harmon,médium,161,183,22,1120,1075,45,0.871,/u/
Contrabass_Ensemble,médium,Trombone+sordina_harmon,grave,172,150,22,1170,1072,98,0.871,/u/
Viola+sordina_piombo,médium,Viola_Ensemble,médium,290,312,22,1247,1339,92,0.866,/o/
Contrabass,grave,Trombone+sordina_harmon,médium,161,183,22,1207,1075,132,0.865,/u/
Contrabass,médium,Trombone+sordina_harmon,médium,161,183,22,1205,1075,130,0.865,/u/
Contrabass,aigu,Trombone+sordina_harmon,grave,172,150,22,1252,1072,180,0.865,/u/
Horn,médium,Violin_Ensemble+sordina,grave,322,344,22,1006,1203,197,0.862,/o/
Horn,médium,Violin_Ensemble+sordina,médium,322,344,22,1006,1140,134,0.862,/o/
Horn,médium,Violin_Ensemble+sordina,aigu,322,344,22,1006,1022,16,0.862,/o/
Horn,médium,Violin_Ensemble+sordina,suraigu,322,344,22,1006,1108,102,0.862,/o/
