instrument_A,register_A,instrument_B,register_B,F1_A_hz,F1_B_hz,delta_F1_hz,Fp_A_hz,Fp_B_hz,delta_Fp_hz,Homogeneity_H,fusion_score,category
Bass_Clarinet_Bb,médium,Trombone+sordina_straight,médium,183,592,409,1270,979,291,0.970,0.568,SEMI-FONDU_H
Bass_Trombone,médium,Contrabass,médium,872,161,711,1123,1205,82,0.791,0.567,HÉTÉROGÈNE
Trombone+sordina_straight,médium,Viola+sordina_piombo,médium,592,290,302,979,1247,268,0.773,0.567,HÉTÉROGÈNE
Bass_Trombone,médium,Guitar,médium,872,215,657,1123,1002,121,0.848,0.567,SEMI-FONDU_H
Flute,médium,Viola+sordina_piombo,médium,1496,290,1206,1412,1247,165,0.913,0.566,SEMI-FONDU_H
Clarinet_Eb,médium,Violin_Ensemble,médium,1496,344,1152,1417,1225,192,0.952,0.565,SEMI-FONDU_H
Sax_Alto,médium,Vibraphone,grave,613,312,301,1331,1130,201,0.666,0.565,HÉTÉROGÈNE
Bass_Tuba+sordina,médium,Contrabass_Clarinet_Bb,médium,473,75,398,1077,1363,286,0.938,0.565,SEMI-FONDU_H
Sax_Alto,médium,Violoncello,médium,613,193,420,1331,1202,129,0.735,0.565,HÉTÉROGÈNE
Oboe+sordina,médium,Violin_Ensemble,médium,1324,344,980,1364,1225,139,0.869,0.564,SEMI-FONDU_H
Clarinet_Bb,chalumeau,Trombone+sordina_straight,médium,215,592,377,1315,979,336,0.979,0.564,SEMI-FONDU_H
Bass_Trombone,médium,Viola_Ensemble,médium,872,312,560,1123,1339,216,0.984,0.564,SEMI-FONDU_H
Trumpet_C,médium,Violin,médium,1152,366,786,1306,1111,195,0.949,0.562,SEMI-FONDU_H
Clarinet_Bb,chalumeau,Clarinet_Eb,médium,215,1496,1281,1315,1417,102,0.809,0.562,SEMI-FONDU_H
Clarinet_Eb,médium,Trumpet_C+sordina_harmon,médium,1496,301,1195,1417,1353,64,0.751,0.562,HÉTÉROGÈNE
Clarinet_Bb,chalumeau,Oboe+sordina,médium,215,1324,1109,1315,1364,49,0.728,0.562,HÉTÉROGÈNE
English_Horn,médium,Violoncello+sordina,médium,1065,193,872,1186,1226,40,0.715,0.562,HÉTÉROGÈNE
Contrebasson,médium,Violin+sordina_piombo,médium,226,75,151,1078,1376,298,0.575,0.560,HÉTÉROGÈNE
Bass_Clarinet_Bb,médium,Flute,médium,183,1496,1313,1270,1412,142,0.860,0.559,SEMI-FONDU_H
Vibraphone,grave,Violin+sordina_piombo,médium,312,75,237,1130,1376,246,0.617,0.557,HÉTÉROGÈNE
English_Horn,médium,Viola_Ensemble,médium,1065,312,753,1186,1339,153,0.870,0.556,SEMI-FONDU_H
Sax_Alto,médium,Violoncello+sordina,médium,613,193,420,1331,1226,105,0.677,0.556,HÉTÉROGÈNE
Bass_Trombone,médium,Clarinet_Bb,chalumeau,872,215,657,1123,1315,192,0.927,0.556,SEMI-FONDU_H
Contrabass+sordina,médium,Trombone,médium,161,602,441,1205,1008,197,0.844,0.555,SEMI-FONDU_H
English_Horn,médium,Vibraphone,grave,1065,312,753,1186,1130,56,0.721,0.555,HÉTÉROGÈNE
Bassoon,grave,English_Horn,médium,506,1065,559,1127,1186,59,0.725,0.554,HÉTÉROGÈNE
Contrabass+sordina,médium,Trombone+sordina_straight,médium,161,592,431,1205,979,226,0.871,0.554,SEMI-FONDU_H
Horn+sordina,médium,Sax_Alto,médium,312,613,301,1161,1331,170,0.589,0.553,HÉTÉROGÈNE
Trombone+sordina_cup,médium,Vibraphone,grave,915,312,603,992,1130,138,0.840,0.553,SEMI-FONDU_H
Flute,médium,Viola_Ensemble+sordina,médium,1496,290,1206,1412,1261,151,0.857,0.552,SEMI-FONDU_H
Oboe,médium,Viola,médium,1399,322,1077,1434,1315,119,0.808,0.552,SEMI-FONDU_H
Contrabass+sordina,médium,English_Horn,médium,161,1065,904,1205,1186,19,0.657,0.551,HÉTÉROGÈNE
Oboe,médium,Viola_Ensemble,médium,1399,312,1087,1434,1339,95,0.770,0.551,HÉTÉROGÈNE
Contrabass,médium,Trombone,médium,161,602,441,1205,1008,197,0.834,0.551,SEMI-FONDU_H
Contrabass,médium,Trombone+sordina_straight,médium,161,592,431,1205,979,226,0.862,0.551,SEMI-FONDU_H
Trumpet_C,médium,Violin_Ensemble+sordina,médium,1152,344,808,1306,1140,166,0.875,0.550,SEMI-FONDU_H
Contrabass_Ensemble,médium,English_Horn,médium,172,1065,893,1170,1186,16,0.646,0.549,HÉTÉROGÈNE
English_Horn,médium,Trombone,médium,1065,602,463,1186,1008,178,0.833,0.549,SEMI-FONDU_H
English_Horn,médium,Violoncello+sordina_piombo,médium,1065,161,904,1186,1087,99,0.768,0.548,HÉTÉROGÈNE
Flute,médium,Trumpet_C+sordina_harmon,médium,1496,301,1195,1412,1353,59,0.706,0.547,HÉTÉROGÈNE
Contrabass,médium,English_Horn,médium,161,1065,904,1205,1186,19,0.645,0.547,HÉTÉROGÈNE
English_Horn,médium,Trombone+sordina_harmon,médium,1065,183,882,1186,1075,111,0.783,0.547,HÉTÉROGÈNE
English_Horn,médium,Horn+sordina,médium,1065,312,753,1186,1161,25,0.654,0.546,HÉTÉROGÈNE
Harp,médium,Violin+sordina_piombo,médium,193,75,118,1053,1376,323,0.525,0.545,HÉTÉROGÈNE
Oboe,médium,Viola+sordina_piombo,médium,1399,290,1109,1434,1247,187,0.892,0.545,SEMI-FONDU_H
Sax_Alto,médium,Violoncello_Ensemble+sordina,médium,613,204,409,1331,1180,151,0.701,0.545,HÉTÉROGÈNE
Trumpet_C+sordina_straight,médium,Viola,médium,1442,322,1120,1428,1315,113,0.776,0.543,HÉTÉROGÈNE
Trumpet_C+sordina_straight,médium,Viola_Ensemble,médium,1442,312,1130,1428,1339,89,0.740,0.543,HÉTÉROGÈNE
Trombone+sordina_cup,médium,Violin+sordina,médium,915,355,560,992,1175,183,0.881,0.542,SEMI-FONDU_H
Clarinet_Eb,médium,Violin+sordina,médium,1496,355,1141,1417,1175,242,0.969,0.542,SEMI-FONDU_H
Bass_Clarinet_Bb,médium,Clarinet_Eb,médium,183,1496,1313,1270,1417,147,0.824,0.541,SEMI-FONDU_H
Horn+sordina,médium,Violin+sordina_piombo,médium,312,75,237,1161,1376,215,0.530,0.541,HÉTÉROGÈNE
Bassoon,grave,Trumpet_C+sordina_harmon,médium,506,301,205,1127,1353,226,0.499,0.541,HÉTÉROGÈNE
Trumpet_C,médium,Violoncello,médium,1152,193,959,1306,1202,104,0.757,0.540,HÉTÉROGÈNE
Clarinet_Bb,chalumeau,English_Horn,médium,215,1065,850,1315,1186,129,0.794,0.540,HÉTÉROGÈNE
Flute,médium,Violin+sordina,médium,1496,355,1141,1412,1175,237,0.954,0.539,SEMI-FONDU_H
Bass_Clarinet_Bb,médium,Oboe+sordina,médium,183,1324,1141,1270,1364,94,0.739,0.539,HÉTÉROGÈNE
Trumpet_C,médium,Viola+sordina,médium,1152,322,830,1306,1151,155,0.828,0.538,SEMI-FONDU_H
Trumpet_C,médium,Violoncello_Ensemble,médium,1152,204,948,1306,1211,95,0.738,0.538,HÉTÉROGÈNE
Oboe+sordina,médium,Violin+sordina,médium,1324,355,969,1364,1175,189,0.875,0.537,SEMI-FONDU_H
Bassoon+sordina,grave,Contrabass_Clarinet_Bb,médium,484,75,409,1047,1363,316,0.929,0.536,SEMI-FONDU_H
Trumpet_C+sordina_straight,médium,Viola+sordina_piombo,médium,1442,290,1152,1428,1247,181,0.860,0.535,SEMI-FONDU_H
Guitar,médium,Trumpet_C+sordina_harmon,médium,215,301,86,1002,1353,351,0.493,0.535,HÉTÉROGÈNE
Clarinet_Eb,médium,Viola_Ensemble+sordina,médium,1496,290,1206,1417,1261,156,0.818,0.534,SEMI-FONDU_H
Contrabass_Clarinet_Bb,médium,Oboe,médium,75,1399,1324,1363,1434,71,0.688,0.533,HÉTÉROGÈNE
Trumpet_C,médium,Violoncello+sordina,médium,1152,193,959,1306,1226,80,0.700,0.532,HÉTÉROGÈNE
Horn+sordina,médium,Trombone+sordina_cup,médium,312,915,603,1161,992,169,0.833,0.532,SEMI-FONDU_H
Trombone+sordina_cup,médium,Violoncello,médium,915,193,722,992,1202,210,0.894,0.532,SEMI-FONDU_H
English_Horn,médium,Violin+sordina_piombo,médium,1065,75,990,1186,1376,190,0.864,0.532,SEMI-FONDU_H
Sax_Alto,médium,Trombone+sordina_cup,médium,613,915,302,1331,992,339,0.789,0.531,HÉTÉROGÈNE
Bass_Trombone,médium,Bass_Tuba,médium,872,204,668,1123,1001,122,0.760,0.531,HÉTÉROGÈNE
Trombone+sordina_cup,médium,Violoncello_Ensemble+sordina,médium,915,204,711,992,1180,188,0.857,0.530,SEMI-FONDU_H
Guitar,médium,Violin+sordina_piombo,médium,215,75,140,1002,1376,374,0.595,0.530,HÉTÉROGÈNE
Oboe+sordina,médium,Viola_Ensemble+sordina,médium,1324,290,1034,1364,1261,103,0.728,0.529,HÉTÉROGÈNE
Marimba,médium,Sax_Alto,médium,322,613,291,1025,1331,306,0.717,0.529,HÉTÉROGÈNE
Trumpet_C,médium,Trumpet_C+sordina_cup,médium,1152,1496,344,1306,1617,311,0.799,0.527,HÉTÉROGÈNE
Trumpet_C+sordina_cup,médium,Trumpet_C+sordina_harmon,médium,1496,301,1195,1617,1353,264,0.958,0.525,SEMI-FONDU_H
Bass_Tuba+sordina,médium,Trumpet_C+sordina_harmon,médium,473,301,172,1077,1353,276,0.480,0.523,HÉTÉROGÈNE
Contrabass_Clarinet_Bb,médium,Trumpet_C+sordina_straight,médium,75,1442,1367,1363,1428,65,0.652,0.522,HÉTÉROGÈNE
Oboe+sordina,médium,Trumpet_C+sordina_wah,médium,1324,312,1012,1364,1139,225,0.891,0.521,SEMI-FONDU_H
Harp,médium,Trumpet_C+sordina_harmon,médium,193,301,108,1053,1353,300,0.412,0.520,HÉTÉROGÈNE
Trombone+sordina_cup,médium,Violin_Ensemble,médium,915,344,571,992,1225,233,0.899,0.520,SEMI-FONDU_H
Bass_Trombone,médium,Contrabass_Clarinet_Bb,médium,872,75,797,1123,1363,240,0.908,0.519,SEMI-FONDU_H
Trombone+sordina_cup,médium,Violoncello_Ensemble,médium,915,204,711,992,1211,219,0.873,0.518,SEMI-FONDU_H
Flute,médium,Trumpet_C+sordina_wah,médium,1496,312,1184,1412,1139,273,0.948,0.515,SEMI-FONDU_H
Flute,médium,Violin_Ensemble+sordina,médium,1496,344,1152,1412,1140,272,0.946,0.515,SEMI-FONDU_H
Contrabass_Flute,médium,Trumpet_C,médium,333,1152,819,1128,1306,178,0.804,0.515,SEMI-FONDU_H
Bass_Tuba+sordina,médium,English_Horn,médium,473,1065,592,1077,1186,109,0.700,0.515,HÉTÉROGÈNE
Clarinet_Eb,médium,Trumpet_C+sordina_wah,médium,1496,312,1184,1417,1139,278,0.953,0.515,SEMI-FONDU_H
Trumpet_C+sordina_cup,médium,Violin+sordina_piombo,médium,1496,75,1421,1617,1376,241,0.896,0.514,SEMI-FONDU_H
Trumpet_C,médium,Violoncello_Ensemble+sordina,médium,1152,204,948,1306,1180,126,0.723,0.514,HÉTÉROGÈNE
Bass_Trombone,médium,Contrabass_Tuba,médium,872,215,657,1123,964,159,0.772,0.514,HÉTÉROGÈNE
English_Horn,médium,Marimba,médium,1065,322,743,1186,1025,161,0.775,0.513,HÉTÉROGÈNE
Bass_Flute,médium,Trumpet_C,médium,312,1152,840,1132,1306,174,0.794,0.513,HÉTÉROGÈNE
Oboe,médium,Violin_Ensemble,médium,1399,344,1055,1434,1225,209,0.845,0.513,SEMI-FONDU_H
Contrabass_Ensemble,médium,Trombone+sordina_cup,médium,172,915,743,1170,992,178,0.799,0.513,HÉTÉROGÈNE
Horn,médium,Sax_Alto,médium,322,613,291,1006,1331,325,0.703,0.512,HÉTÉROGÈNE
Bass_Trombone,médium,Oboe+sordina,médium,872,1324,452,1123,1364,241,0.815,0.510,SEMI-FONDU_H
Oboe+sordina,médium,Violin,médium,1324,366,958,1364,1111,253,0.903,0.510,SEMI-FONDU_H
English_Horn,médium,Trumpet_C+sordina_harmon,médium,1065,301,764,1186,1353,167,0.771,0.508,HÉTÉROGÈNE
Clarinet_Bb,chalumeau,Oboe,médium,215,1399,1184,1315,1434,119,0.698,0.508,HÉTÉROGÈNE
Marimba,médium,Violin+sordina_piombo,médium,322,75,247,1025,1376,351,0.667,0.508,HÉTÉROGÈNE
Contrebasson,médium,English_Horn,médium,226,1065,839,1078,1186,108,0.681,0.507,HÉTÉROGÈNE
Flute,médium,Violoncello,médium,1496,193,1303,1412,1202,210,0.831,0.507,SEMI-FONDU_H
Clarinet_Eb,médium,Violin,médium,1496,366,1130,1417,1111,306,0.972,0.505,SEMI-FONDU_H
Contrabass_Clarinet_Bb,médium,English_Horn,médium,75,1065,990,1363,1186,177,0.779,0.505,HÉTÉROGÈNE
Piccolo,médium,Sax_Alto,médium,1431,613,818,1508,1331,177,0.778,0.505,HÉTÉROGÈNE
Flute,médium,Violoncello_Ensemble,médium,1496,204,1292,1412,1211,201,0.812,0.504,SEMI-FONDU_H
Trumpet_C+sordina_straight,médium,Violin_Ensemble,médium,1442,344,1098,1428,1225,203,0.813,0.503,SEMI-FONDU_H
Bass_Trombone,médium,Flute,médium,872,1496,624,1123,1412,289,0.942,0.503,SEMI-FONDU_H
Flute,médium,Viola+sordina,médium,1496,322,1174,1412,1151,261,0.898,0.502,SEMI-FONDU_H
Contrabass+sordina,médium,Sax_Alto,médium,161,613,452,1205,1331,126,0.622,0.502,HÉTÉROGÈNE
Contrabass_Clarinet_Bb,médium,Trombone+sordina_wah,médium,75,592,517,1363,1082,281,0.925,0.501,SEMI-FONDU_H
Bass_Clarinet_Bb,médium,Trombone+sordina_cup,médium,183,915,732,1270,992,278,0.918,0.500,SEMI-FONDU_H
English_Horn,médium,Trombone+sordina_straight,médium,1065,592,473,1186,979,207,0.769,0.500,HÉTÉROGÈNE
Flute,médium,Violoncello+sordina,médium,1496,193,1303,1412,1226,186,0.774,0.498,HÉTÉROGÈNE
Clarinet_Bb,chalumeau,Trumpet_C+sordina_straight,médium,215,1442,1227,1315,1428,113,0.663,0.498,HÉTÉROGÈNE
Trombone+sordina_cup,médium,Viola_Ensemble+sordina,médium,915,290,625,992,1261,269,0.896,0.497,SEMI-FONDU_H
Contrabass+sordina,médium,Trumpet_C,médium,161,1152,991,1205,1306,101,0.644,0.497,HÉTÉROGÈNE
Contrabass,médium,Sax_Alto,médium,161,613,452,1205,1331,126,0.608,0.496,HÉTÉROGÈNE
Flute,médium,Violin,médium,1496,366,1130,1412,1111,301,0.942,0.496,SEMI-FONDU_H
Trombone+sordina_cup,médium,Violoncello+sordina,médium,915,193,722,992,1226,234,0.839,0.495,SEMI-FONDU_H
Bass_Tuba,médium,Violin+sordina_piombo,médium,204,75,129,1001,1376,375,0.493,0.495,HÉTÉROGÈNE
Clarinet_Eb,médium,Violin_Ensemble+sordina,médium,1496,344,1152,1417,1140,277,0.902,0.495,SEMI-FONDU_H
English_Horn,médium,Horn,médium,1065,322,743,1186,1006,180,0.756,0.495,HÉTÉROGÈNE
Bassoon+sordina,grave,English_Horn,médium,484,1065,581,1047,1186,139,0.695,0.494,HÉTÉROGÈNE
Bassoon+sordina,grave,Trumpet_C+sordina_harmon,médium,484,301,183,1047,1353,306,0.468,0.494,HÉTÉROGÈNE
Contrabass,médium,Trumpet_C,médium,161,1152,991,1205,1306,101,0.633,0.492,HÉTÉROGÈNE
Oboe+sordina,médium,Violin_Ensemble+sordina,médium,1324,344,980,1364,1140,224,0.815,0.492,SEMI-FONDU_H
Contrabass+sordina,médium,Trombone+sordina_cup,médium,161,915,754,1205,992,213,0.793,0.489,HÉTÉROGÈNE
Clarinet_Eb,médium,Violoncello,médium,1496,193,1303,1417,1202,215,0.796,0.489,HÉTÉROGÈNE
Clarinet_Eb,médium,Violoncello_Ensemble,médium,1496,204,1292,1417,1211,206,0.778,0.488,HÉTÉROGÈNE
Contrabass,médium,Trombone+sordina_cup,médium,161,915,754,1205,992,213,0.785,0.486,HÉTÉROGÈNE
Oboe+sordina,médium,Violoncello,médium,1324,193,1131,1364,1202,162,0.708,0.486,HÉTÉROGÈNE
Bass_Clarinet_Bb,médium,Oboe,médium,183,1399,1216,1270,1434,164,0.710,0.486,HÉTÉROGÈNE
Bass_Tuba,médium,Trumpet_C+sordina_harmon,médium,204,301,97,1001,1353,352,0.387,0.485,HÉTÉROGÈNE
Oboe,médium,Violin+sordina,médium,1399,355,1044,1434,1175,259,0.851,0.485,SEMI-FONDU_H
Trombone+sordina_cup,médium,Viola,médium,915,322,593,992,1315,323,0.944,0.484,SEMI-FONDU_H
Oboe+sordina,médium,Violoncello_Ensemble,médium,1324,204,1120,1364,1211,153,0.688,0.483,HÉTÉROGÈNE
Horn,médium,Violin+sordina_piombo,médium,322,75,247,1006,1376,370,0.634,0.483,HÉTÉROGÈNE
English_Horn,médium,Piccolo,médium,1065,1431,366,1186,1508,322,0.740,0.483,HÉTÉROGÈNE
Trombone+sordina_cup,médium,Viola+sordina_piombo,médium,915,290,625,992,1247,255,0.840,0.483,SEMI-FONDU_H
Contrabass_Flute,médium,Flute,médium,333,1496,1163,1128,1412,284,0.881,0.482,SEMI-FONDU_H
Clarinet_Eb,médium,Violoncello+sordina,médium,1496,193,1303,1417,1226,191,0.741,0.482,HÉTÉROGÈNE
Bass_Trombone,médium,Clarinet_Eb,médium,872,1496,624,1123,1417,294,0.895,0.482,SEMI-FONDU_H
Contrabass_Ensemble,médium,Sax_Alto,médium,172,613,441,1170,1331,161,0.605,0.481,HÉTÉROGÈNE
Bass_Flute,médium,Flute,médium,312,1496,1184,1132,1412,280,0.871,0.480,SEMI-FONDU_H
Sax_Alto,médium,Trombone+sordina_harmon,médium,613,183,430,1331,1075,256,0.730,0.480,HÉTÉROGÈNE
Clarinet_Eb,médium,Viola+sordina,médium,1496,322,1174,1417,1151,266,0.848,0.480,SEMI-FONDU_H
Oboe+sordina,médium,Viola+sordina,médium,1324,322,1002,1364,1151,213,0.767,0.479,HÉTÉROGÈNE
Flute,médium,Violoncello_Ensemble+sordina,médium,1496,204,1292,1412,1180,232,0.795,0.479,HÉTÉROGÈNE
Trumpet_C,médium,Vibraphone,grave,1152,312,840,1306,1130,176,0.710,0.479,HÉTÉROGÈNE
Trombone+sordina_wah,médium,Trumpet_C+sordina_harmon,médium,592,301,291,1082,1353,271,0.538,0.478,HÉTÉROGÈNE
Bassoon,grave,Trumpet_C,médium,506,1152,646,1127,1306,179,0.714,0.478,HÉTÉROGÈNE
Trumpet_C+sordina_straight,médium,Violin+sordina,médium,1442,355,1087,1428,1175,253,0.821,0.477,SEMI-FONDU_H
Oboe,médium,Viola_Ensemble+sordina,médium,1399,290,1109,1434,1261,173,0.701,0.477,HÉTÉROGÈNE
Trombone+sordina_wah,médium,Trumpet_C,médium,592,1152,560,1082,1306,224,0.777,0.476,HÉTÉROGÈNE
Oboe+sordina,médium,Violoncello+sordina,médium,1324,193,1131,1364,1226,138,0.647,0.476,HÉTÉROGÈNE
Contrabass_Tuba,médium,Trumpet_C+sordina_harmon,médium,215,301,86,964,1353,389,0.402,0.476,HÉTÉROGÈNE
Sax_Alto,médium,Violoncello+sordina_piombo,médium,613,161,452,1331,1087,244,0.732,0.475,HÉTÉROGÈNE
Clarinet_Bb,chalumeau,Trombone+sordina_cup,médium,215,915,700,1315,992,323,0.919,0.474,SEMI-FONDU_H
English_Horn,médium,Harp,médium,1065,193,872,1186,1053,133,0.634,0.474,HÉTÉROGÈNE
Trombone+sordina_cup,médium,Viola_Ensemble,médium,915,312,603,992,1339,347,0.954,0.474,SEMI-FONDU_H
Contrabass_Tuba,médium,Violin+sordina_piombo,médium,215,75,140,964,1376,412,0.511,0.473,HÉTÉROGÈNE
Horn+sordina,médium,Trumpet_C,médium,312,1152,840,1161,1306,145,0.650,0.473,HÉTÉROGÈNE
Bass_Clarinet_Bb,médium,Trumpet_C+sordina_straight,médium,183,1442,1259,1270,1428,158,0.669,0.473,HÉTÉROGÈNE
Contrabass_Ensemble,médium,Trumpet_C,médium,172,1152,980,1170,1306,136,0.636,0.473,HÉTÉROGÈNE
English_Horn,médium,Guitar,médium,1065,215,850,1186,1002,184,0.704,0.471,HÉTÉROGÈNE
Trumpet_C+sordina_straight,médium,Viola_Ensemble+sordina,médium,1442,290,1152,1428,1261,167,0.678,0.471,HÉTÉROGÈNE
Contrebasson,médium,Sax_Alto,médium,226,613,387,1078,1331,253,0.637,0.471,HÉTÉROGÈNE
Trombone+sordina_harmon,médium,Trumpet_C,médium,183,1152,969,1075,1306,231,0.772,0.470,HÉTÉROGÈNE
Trumpet_C,médium,Violoncello+sordina_piombo,médium,1152,161,991,1306,1087,219,0.750,0.469,HÉTÉROGÈNE
Oboe,médium,Trumpet_C+sordina_wah,médium,1399,312,1087,1434,1139,295,0.864,0.469,SEMI-FONDU_H
Clarinet_Eb,médium,Violoncello_Ensemble+sordina,médium,1496,204,1292,1417,1180,237,0.766,0.464,HÉTÉROGÈNE
Contrabass+sordina,médium,Flute,médium,161,1496,1335,1205,1412,207,0.718,0.463,HÉTÉROGÈNE
Contrabass_Clarinet_Bb,médium,Trombone,médium,75,602,527,1363,1008,355,0.939,0.463,SEMI-FONDU_H
Clarinet_Eb,médium,Contrabass_Flute,médium,1496,333,1163,1417,1128,289,0.840,0.463,SEMI-FONDU_H
Bass_Flute,médium,Clarinet_Eb,médium,312,1496,1184,1132,1417,285,0.830,0.461,SEMI-FONDU_H
Contrabass_Flute,médium,Oboe+sordina,médium,333,1324,991,1128,1364,236,0.750,0.458,HÉTÉROGÈNE
Contrabass,médium,Flute,médium,161,1496,1335,1205,1412,207,0.706,0.458,HÉTÉROGÈNE
Oboe,médium,Violin,médium,1399,366,1033,1434,1111,323,0.880,0.458,SEMI-FONDU_H
Oboe+sordina,médium,Violoncello_Ensemble+sordina,médium,1324,204,1120,1364,1180,184,0.671,0.458,HÉTÉROGÈNE
Trumpet_C+sordina_straight,médium,Trumpet_C+sordina_wah,médium,1442,312,1130,1428,1139,289,0.827,0.457,SEMI-FONDU_H
Bass_Flute,médium,Oboe+sordina,médium,312,1324,1012,1132,1364,232,0.741,0.457,HÉTÉROGÈNE
Trombone,médium,Trumpet_C+sordina_harmon,médium,602,301,301,1008,1353,345,0.604,0.454,HÉTÉROGÈNE
Bass_Trombone,médium,Violin+sordina_piombo,médium,872,75,797,1123,1376,253,0.764,0.454,HÉTÉROGÈNE
Contrabass_Clarinet_Bb,médium,Trombone+sordina_straight,médium,75,592,517,1363,979,384,0.956,0.452,SEMI-FONDU_H
Trumpet_C+sordina_straight,médium,Violin,médium,1442,366,1076,1428,1111,317,0.847,0.448,SEMI-FONDU_H
Trombone,médium,Trumpet_C,médium,602,1152,550,1008,1306,298,0.817,0.448,SEMI-FONDU_H
Clarinet_Eb,médium,Contrabass+sordina,médium,1496,161,1335,1417,1205,212,0.686,0.447,HÉTÉROGÈNE
Sax_Alto,médium,Trumpet_C+sordina_cup,médium,613,1496,883,1331,1617,286,0.793,0.446,HÉTÉROGÈNE
Bassoon,grave,Flute,médium,506,1496,990,1127,1412,285,0.787,0.444,HÉTÉROGÈNE
Contrabass+sordina,médium,Oboe+sordina,médium,161,1324,1163,1205,1364,159,0.594,0.442,HÉTÉROGÈNE
Clarinet_Eb,médium,Contrabass,médium,1496,161,1335,1417,1205,212,0.672,0.441,HÉTÉROGÈNE
Oboe+sordina,médium,Trombone+sordina_cup,médium,1324,915,409,1364,992,372,0.775,0.441,HÉTÉROGÈNE
Flute,médium,Trombone+sordina_wah,médium,1496,592,904,1412,1082,330,0.847,0.441,SEMI-FONDU_H
Oboe,médium,Violin_Ensemble+sordina,médium,1399,344,1055,1434,1140,294,0.791,0.440,HÉTÉROGÈNE
Bass_Tuba+sordina,médium,Trumpet_C,médium,473,1152,679,1077,1306,229,0.691,0.439,HÉTÉROGÈNE
Marimba,médium,Trumpet_C,médium,322,1152,830,1025,1306,281,0.769,0.439,HÉTÉROGÈNE
Flute,médium,Vibraphone,grave,1496,312,1184,1412,1130,282,0.769,0.438,HÉTÉROGÈNE
Contrabass_Ensemble,médium,Flute,médium,172,1496,1324,1170,1412,242,0.707,0.438,HÉTÉROGÈNE
Contrabass,médium,Oboe+sordina,médium,161,1324,1163,1205,1364,159,0.582,0.437,HÉTÉROGÈNE
Piccolo,médium,Viola+sordina_piombo,médium,1431,290,1141,1508,1247,261,0.733,0.437,HÉTÉROGÈNE
Bassoon,grave,Violin+sordina_piombo,médium,506,75,431,1127,1376,249,0.609,0.436,HÉTÉROGÈNE
Piccolo,médium,Viola_Ensemble,médium,1431,312,1119,1508,1339,169,0.592,0.435,HÉTÉROGÈNE
Flute,médium,Violoncello+sordina_piombo,médium,1496,161,1335,1412,1087,325,0.825,0.435,SEMI-FONDU_H
Piccolo,médium,Viola,médium,1431,322,1109,1508,1315,193,0.627,0.435,HÉTÉROGÈNE
Flute,médium,Horn+sordina,médium,1496,312,1184,1412,1161,251,0.711,0.434,HÉTÉROGÈNE
Trumpet_C+sordina_straight,médium,Violin_Ensemble+sordina,médium,1442,344,1098,1428,1140,288,0.765,0.433,HÉTÉROGÈNE
Flute,médium,Trombone+sordina_harmon,médium,1496,183,1313,1412,1075,337,0.836,0.432,SEMI-FONDU_H
Oboe,médium,Violoncello,médium,1399,193,1206,1434,1202,232,0.678,0.432,HÉTÉROGÈNE
Contrebasson,médium,Trumpet_C,médium,226,1152,926,1078,1306,228,0.670,0.431,HÉTÉROGÈNE
Contrabass_Clarinet_Bb,médium,Trombone+sordina_cup,médium,75,915,840,1363,992,371,0.881,0.430,SEMI-FONDU_H
Oboe,médium,Violoncello_Ensemble,médium,1399,204,1195,1434,1211,223,0.659,0.430,HÉTÉROGÈNE
Bass_Trombone,médium,Oboe,médium,872,1399,527,1123,1434,311,0.789,0.429,HÉTÉROGÈNE
Bass_Trombone,médium,Trumpet_C+sordina_harmon,médium,872,301,571,1123,1353,230,0.666,0.428,HÉTÉROGÈNE
Guitar,médium,Sax_Alto,médium,215,613,398,1002,1331,329,0.660,0.428,HÉTÉROGÈNE
Bass_Tuba,médium,English_Horn,médium,204,1065,861,1001,1186,185,0.596,0.427,HÉTÉROGÈNE
Oboe,médium,Viola+sordina,médium,1399,322,1077,1434,1151,283,0.740,0.426,HÉTÉROGÈNE
Oboe,médium,Violoncello+sordina,médium,1399,193,1206,1434,1226,208,0.617,0.422,HÉTÉROGÈNE
Trumpet_C+sordina_straight,médium,Violoncello,médium,1442,193,1249,1428,1202,226,0.643,0.422,HÉTÉROGÈNE
Clarinet_Eb,médium,Violoncello+sordina_piombo,médium,1496,161,1335,1417,1087,330,0.797,0.421,HÉTÉROGÈNE
Trumpet_C+sordina_straight,médium,Violoncello_Ensemble,médium,1442,204,1238,1428,1211,217,0.625,0.420,HÉTÉROGÈNE
Clarinet_Eb,médium,Vibraphone,grave,1496,312,1184,1417,1130,287,0.729,0.419,HÉTÉROGÈNE
Bassoon,grave,Oboe+sordina,médium,506,1324,818,1127,1364,237,0.653,0.419,HÉTÉROGÈNE
Bassoon+sordina,grave,Trumpet_C,médium,484,1152,668,1047,1306,259,0.686,0.419,HÉTÉROGÈNE
Bassoon,grave,Clarinet_Eb,médium,506,1496,990,1127,1417,290,0.732,0.419,HÉTÉROGÈNE
Clarinet_Eb,médium,Contrabass_Ensemble,médium,1496,172,1324,1417,1170,247,0.668,0.419,HÉTÉROGÈNE
Horn,médium,Trumpet_C,médium,322,1152,830,1006,1306,300,0.747,0.419,HÉTÉROGÈNE
Contrabass_Clarinet_Bb,médium,Piccolo,médium,75,1431,1356,1363,1508,145,0.514,0.419,HÉTÉROGÈNE
